complaint_id,complaint_timestamp,response_timestamp,resolve_timestamp,ticket_status,customer_status,source,brand,purchase_channel,outlet,complaint_type,issue_detail,responsible_area
CMP-0545,2025-05-14 20:19:00,2025-05-14 20:40:00,2025-05-15 03:54:00,SOLVED,Misunderstanding clarified,Feedback,Ayam Koplo,Phone,Kemang,Tekstur tidak sesuai,Kurang crispy,Kitchen
CMP-0546,2025-02-25 17:22:00,2025-02-25 17:30:00,2025-02-25 17:43:00,SOLVED,Forgiven,Social Media,Bude Sari,Take Away,Bintaro,Packaging issue,Label tidak sesuai,Driver
CMP-0547,2025-06-27 11:27:00,2025-06-27 11:31:00,2025-06-27 12:26:00,SOLVED,Misunderstanding clarified,Feedback,Dari Pada,Take Away,BSD,Tech issue,App error,Cashier
CMP-0548,2025-01-02 09:57:00,2025-01-02 10:04:00,2025-01-02 11:37:00,SOLVED,Replacement sent,App,San Gyu,Phone,Cikini,Porsi tidak sesuai,Ukuran tidak sesuai,AM
CMP-0549,2025-02-23 21:52:00,2025-02-23 22:06:00,2025-02-23 23:55:00,EXPIRED,No response,Feedback,San Gyu,App,Bintaro,Packaging issue,Kemasan bocor,AM
CMP-0550,2025-02-10 12:04:00,2025-02-10 12:06:00,2025-02-10 12:14:00,SOLVED,Misunderstanding clarified,Whatsapp,Ayam Koplo,Platform,Tebet,Porsi tidak sesuai,Ukuran tidak sesuai,AM
CMP-0551,2025-01-10 10:41:00,2025-01-10 11:06:00,2025-01-10 12:25:00,SOLVED,Replacement sent,Feedback,Dari Pada,Take Away,Bintaro,Tekstur tidak sesuai,Daging kering,Kitchen
CMP-0552,2025-02-10 18:11:00,2025-02-10 18:25:00,2025-02-10 21:23:00,SOLVED,Forgiven,Whatsapp,Ayam Koplo,Phone,Pamulang,Order tidak lengkap,Minuman tidak ada,Checker
CMP-0553,2025-04-28 17:21:00,2025-04-28 17:26:00,2025-04-28 18:00:00,EXPIRED,No response,Feedback,Ayam Koplo,App,Cibubur,Order tidak lengkap,Minuman tidak ada,Checker
CMP-0554,2025-05-12 11:08:00,2025-05-12 11:12:00,2025-05-12 13:26:00,SOLVED,Replacement sent,Whatsapp,Dari Pada,Phone,Bintaro,Rasa tidak sesuai,Keasinan,QC
CMP-0555,2025-04-14 14:11:00,2025-04-14 14:16:00,2025-04-14 21:09:00,SOLVED,Misunderstanding clarified,App,Dari Pada,App,Pluit,Tekstur tidak sesuai,Kurang crispy,Kitchen
CMP-0556,2025-01-23 14:05:00,2025-01-23 14:11:00,2025-01-23 15:24:00,SOLVED,Misunderstanding clarified,Whatsapp,Moon Chicken,Take Away,Cikini,Order tidak lengkap,Minuman tidak ada,Checker
CMP-0557,2025-02-07 12:01:00,2025-02-07 12:22:00,2025-02-07 13:05:00,SOLVED,Refund,Social Media,Bude Sari,App,Pluit,Porsi tidak sesuai,Porsi terlalu sedikit,Driver
CMP-0558,2025-05-15 13:05:00,2025-05-15 13:12:00,,VALIDATING,Missing proof,App,Dari Pada,App,Tebet,Order tidak lengkap,Item kurang,Checker
CMP-0559,2025-01-21 10:16:00,2025-01-21 10:32:00,2025-01-21 10:34:00,SOLVED,Misunderstanding clarified,App,Bude Sari,Take Away,Tebet,Order tidak lengkap,Minuman tidak ada,Checker
CMP-0560,2025-01-15 18:37:00,2025-01-15 18:43:00,2025-01-16 04:30:00,EXPIRED,No response,App,Moon Chicken,Platform,BSD,Waktu pengiriman terlalu lama,Order menunggu terlalu lama,Admin
CMP-0561,2025-02-21 13:09:00,2025-02-21 13:13:00,2025-02-21 13:51:00,SOLVED,Misunderstanding clarified,App,Moon Chicken,Take Away,Bintaro,Porsi tidak sesuai,Ukuran tidak sesuai,AM
CMP-0562,2025-01-22 09:12:00,2025-01-22 09:29:00,2025-01-22 11:10:00,SOLVED,Forgiven,App,Dari Pada,Take Away,BSD,Waktu pengiriman terlalu lama,Driver delay,Admin
CMP-0563,2025-05-26 13:46:00,2025-05-26 13:54:00,2025-05-26 16:24:00,EXPIRED,No response,Feedback,Bude Sari,Phone,Cikini,Tekstur tidak sesuai,Daging kering,Kitchen
CMP-0564,2025-03-28 13:28:00,2025-03-28 13:36:00,2025-03-28 13:36:00,SOLVED,Forgiven,Social Media,Dari Pada,Phone,Pluit,Waktu pengiriman terlalu lama,Order menunggu terlalu lama,Admin
CMP-0565,2025-05-21 12:37:00,2025-05-21 12:43:00,2025-05-21 13:43:00,SOLVED,Refund,Whatsapp,Dari Pada,Platform,Cibubur,Tekstur tidak sesuai,Dingin/tidak fresh,Kitchen
CMP-0566,2025-03-25 09:13:00,2025-03-25 09:25:00,2025-03-25 10:25:00,EXPIRED,No response,Social Media,Bude Sari,Platform,BSD,Rasa tidak sesuai,Kurang rasa,QC
CMP-0567,2025-03-24 17:23:00,2025-03-24 17:50:00,2025-03-24 17:50:00,SOLVED,Forgiven,Feedback,Bude Sari,App,Tebet,Produk tidak sesuai dengan order,Varian salah,Checker
CMP-0568,2025-06-28 21:51:00,2025-06-28 21:55:00,2025-06-28 22:04:00,SOLVED,Misunderstanding clarified,Whatsapp,Dari Pada,Phone,Pluit,Produk tidak sesuai dengan order,Menu tertukar,Checker
CMP-0569,2025-03-21 20:35:00,2025-03-21 20:49:00,2025-03-21 21:05:00,SOLVED,Refund,App,Moon Chicken,Platform,Bintaro,Produk tidak sesuai dengan order,Menu tertukar,Checker
CMP-0570,2025-01-17 21:19:00,2025-01-17 21:24:00,2025-01-17 21:34:00,SOLVED,Replacement sent,Feedback,Moon Chicken,App,Pluit,Tech issue,App error,Tech Team
CMP-0571,2025-02-19 18:53:00,2025-02-19 19:06:00,2025-02-19 20:22:00,SOLVED,Misunderstanding clarified,Whatsapp,San Gyu,Take Away,Cikini,Tech issue,Pembayaran gagal,Tech Team
CMP-0572,2025-01-03 18:32:00,2025-01-03 18:58:00,2025-01-04 04:29:00,SOLVED,Forgiven,Social Media,San Gyu,Take Away,Cibubur,Rasa tidak sesuai,Basi,QC
CMP-0573,2025-03-28 10:03:00,2025-03-28 10:07:00,2025-03-28 10:30:00,SOLVED,Misunderstanding clarified,App,San Gyu,Platform,Bintaro,Waktu pengiriman terlalu lama,Driver delay,Admin
CMP-0574,2025-02-03 16:24:00,2025-02-03 16:43:00,2025-02-03 16:47:00,SOLVED,Refund,Social Media,Bude Sari,Platform,Pluit,Packaging issue,Kemasan bocor,AM
CMP-0575,2025-03-11 17:55:00,2025-03-11 18:06:00,2025-03-11 19:41:00,SOLVED,Refund,Whatsapp,Ayam Koplo,Phone,Cibubur,Tekstur tidak sesuai,Daging kering,Kitchen
CMP-0576,2025-01-31 14:27:00,2025-01-31 14:36:00,2025-01-31 16:29:00,SOLVED,Misunderstanding clarified,Whatsapp,Bude Sari,App,BSD,Packaging issue,Kemasan rusak,AM
CMP-0577,2025-06-26 09:15:00,2025-06-26 09:28:00,2025-06-26 10:58:00,SOLVED,Refund,Feedback,Ayam Koplo,Take Away,Cibubur,Produk tidak sesuai dengan order,Menu tertukar,Checker
CMP-0578,2025-04-16 09:27:00,2025-04-16 09:36:00,2025-04-16 10:02:00,SOLVED,Forgiven,Social Media,Bude Sari,App,Tebet,Packaging issue,Kemasan bocor,AM
CMP-0579,2025-05-25 14:30:00,2025-05-25 14:35:00,2025-05-25 15:50:00,SOLVED,Replacement sent,Social Media,Dari Pada,Platform,Pluit,Produk tidak sesuai dengan order,Menu tertukar,Checker
CMP-0580,2025-06-07 09:05:00,2025-06-07 09:12:00,2025-06-07 09:55:00,SOLVED,Misunderstanding clarified,Feedback,Ayam Koplo,Phone,Cibubur,Tech issue,Pembayaran gagal,Tech Team
CMP-0581,2025-05-28 09:46:00,2025-05-28 09:52:00,2025-05-28 11:01:00,SOLVED,Replacement sent,Feedback,Dari Pada,App,Pluit,Produk tidak sesuai dengan order,Menu tertukar,Checker
CMP-0582,2025-04-22 14:17:00,2025-04-22 14:21:00,2025-04-22 15:09:00,SOLVED,Refund,Feedback,Ayam Koplo,App,Pluit,Tech issue,App error,Cashier
CMP-0583,2025-02-12 11:35:00,2025-02-12 12:07:00,2025-02-12 13:13:00,SOLVED,Forgiven,Whatsapp,Moon Chicken,Platform,Pamulang,Order tidak lengkap,Side dish tidak ada,Checker
CMP-0584,2025-02-20 21:13:00,2025-02-20 21:25:00,2025-02-20 23:37:00,SOLVED,Misunderstanding clarified,Feedback,Dari Pada,Take Away,Cibubur,Waktu pengiriman terlalu lama,Order menunggu terlalu lama,Admin
CMP-0585,2025-04-03 21:53:00,2025-04-03 21:59:00,2025-04-03 23:55:00,SOLVED,Forgiven,App,Ayam Koplo,Platform,BSD,Produk tidak sesuai dengan order,Varian salah,Checker
CMP-0586,2025-04-03 09:08:00,2025-04-03 09:19:00,2025-04-03 10:10:00,SOLVED,Forgiven,App,Bude Sari,Phone,Tebet,Produk tidak sesuai dengan order,Varian salah,Checker
CMP-0587,2025-02-23 15:24:00,2025-02-23 15:35:00,,HANDLING,In progress,Feedback,Moon Chicken,Take Away,Tebet,Waktu pengiriman terlalu lama,Driver delay,Tech Team
CMP-0588,2025-01-12 21:51:00,2025-01-12 22:02:00,2025-01-12 23:04:00,SOLVED,Forgiven,App,Bude Sari,App,Tebet,Tech issue,Pembayaran gagal,Tech Team
CMP-0589,2025-05-05 19:41:00,2025-05-05 19:55:00,2025-05-05 21:24:00,SOLVED,Refund,Whatsapp,Ayam Koplo,Phone,Bintaro,Porsi tidak sesuai,Ukuran tidak sesuai,AM
CMP-0590,2025-05-30 19:58:00,2025-05-30 20:20:00,,HANDLING,In progress,Whatsapp,San Gyu,Take Away,Bintaro,Rasa tidak sesuai,Basi,QC
CMP-0591,2025-04-10 15:39:00,2025-04-10 15:45:00,2025-04-10 16:09:00,SOLVED,Replacement sent,Feedback,Ayam Koplo,Take Away,Cikini,Tech issue,Voucher error,Tech Team
CMP-0592,2025-05-23 14:06:00,2025-05-23 14:09:00,2025-05-23 15:19:00,SOLVED,Replacement sent,App,Bude Sari,Take Away,Cibubur,Tekstur tidak sesuai,Kurang crispy,Kitchen
CMP-0593,2025-03-13 12:09:00,2025-03-13 12:19:00,2025-03-13 17:29:00,SOLVED,Forgiven,Social Media,Dari Pada,Take Away,Kemang,Order tidak lengkap,Minuman tidak ada,Checker
CMP-0594,2025-04-19 09:08:00,2025-04-19 09:34:00,2025-04-19 10:01:00,EXPIRED,No response,Social Media,Dari Pada,App,BSD,Waktu pengiriman terlalu lama,Driver delay,Admin
CMP-0595,2025-02-24 14:18:00,2025-02-24 14:23:00,2025-02-24 21:46:00,SOLVED,Replacement sent,Whatsapp,San Gyu,Platform,Tebet,Porsi tidak sesuai,Ukuran tidak sesuai,AM
CMP-0596,2025-03-23 15:02:00,2025-03-23 15:13:00,2025-03-23 18:08:00,SOLVED,Replacement sent,Feedback,San Gyu,Phone,Kemang,Tekstur tidak sesuai,Kurang crispy,Kitchen
CMP-0597,2025-06-13 16:44:00,2025-06-13 17:07:00,2025-06-13 18:04:00,SOLVED,Forgiven,Feedback,Dari Pada,Take Away,Cibubur,Produk tidak sesuai dengan order,Menu tertukar,Checker
CMP-0598,2025-02-18 20:04:00,2025-02-18 20:07:00,2025-02-18 20:22:00,SOLVED,Refund,Whatsapp,Ayam Koplo,App,Pamulang,Tech issue,Pembayaran gagal,Tech Team
CMP-0599,2025-03-19 14:36:00,2025-03-19 14:46:00,2025-03-19 17:40:00,EXPIRED,No response,App,Bude Sari,Phone,Cibubur,Packaging issue,Label tidak sesuai,AM
CMP-0600,2025-05-05 18:53:00,2025-05-05 19:01:00,2025-05-05 21:59:00,EXPIRED,No response,Feedback,Ayam Koplo,Take Away,BSD,Order tidak lengkap,Item kurang,Checker
CMP-0601,2025-01-31 19:10:00,2025-01-31 19:25:00,2025-01-31 20:34:00,SOLVED,Replacement sent,Feedback,Bude Sari,Platform,Cibubur,Rasa tidak sesuai,Terlalu manis,QC
CMP-0602,2025-01-14 18:16:00,2025-01-14 18:25:00,2025-01-14 18:31:00,SOLVED,Replacement sent,Feedback,Ayam Koplo,App,Bintaro,Order tidak lengkap,Side dish tidak ada,Tech Team
CMP-0603,2025-02-26 21:54:00,2025-02-26 22:01:00,2025-02-27 01:24:00,SOLVED,Refund,App,Moon Chicken,Take Away,Pluit,Order tidak lengkap,Item kurang,Cashier
CMP-0604,2025-01-30 21:32:00,2025-01-30 21:49:00,2025-01-30 22:29:00,SOLVED,Replacement sent,Whatsapp,Dari Pada,App,Tebet,Produk tidak sesuai dengan order,Varian salah,Tech Team
CMP-0605,2025-01-09 17:44:00,2025-01-09 17:48:00,2025-01-09 19:28:00,SOLVED,Refund,Whatsapp,Ayam Koplo,Take Away,BSD,Tech issue,Pembayaran gagal,Tech Team
CMP-0606,2025-02-28 20:47:00,2025-02-28 20:53:00,2025-03-01 00:28:00,SOLVED,Forgiven,Social Media,Bude Sari,Take Away,Tebet,Rasa tidak sesuai,Keasinan,Admin
CMP-0607,2025-01-28 15:25:00,2025-01-28 15:30:00,2025-01-28 15:42:00,SOLVED,Forgiven,Feedback,Bude Sari,App,Kemang,Rasa tidak sesuai,Basi,QC
CMP-0608,2025-04-20 09:21:00,2025-04-20 09:36:00,2025-04-20 12:59:00,SOLVED,Replacement sent,Social Media,Bude Sari,Platform,Cikini,Tekstur tidak sesuai,Kurang crispy,Kitchen
CMP-0609,2025-06-14 10:33:00,2025-06-14 10:43:00,,HANDLING,In progress,Feedback,Dari Pada,Phone,Pamulang,Packaging issue,Kemasan rusak,Kitchen
CMP-0610,2025-02-26 09:32:00,2025-02-26 09:35:00,2025-02-26 19:24:00,SOLVED,Replacement sent,Social Media,Moon Chicken,App,Pluit,Waktu pengiriman terlalu lama,Driver delay,Admin
CMP-0611,2025-01-12 21:32:00,2025-01-12 21:38:00,2025-01-12 21:58:00,SOLVED,Misunderstanding clarified,Feedback,San Gyu,Platform,Bintaro,Rasa tidak sesuai,Keasinan,QC
CMP-0612,2025-04-27 11:24:00,2025-04-27 11:26:00,2025-04-27 13:01:00,SOLVED,Forgiven,Social Media,Dari Pada,Platform,Tebet,Tech issue,Voucher error,Tech Team
CMP-0613,2025-06-08 17:08:00,2025-06-08 17:15:00,2025-06-08 18:14:00,SOLVED,Replacement sent,Social Media,Dari Pada,Phone,Bintaro,Waktu pengiriman terlalu lama,Order menunggu terlalu lama,Admin
CMP-0614,2025-04-12 21:57:00,2025-04-12 22:02:00,2025-04-12 22:33:00,EXPIRED,No response,App,Ayam Koplo,Platform,Cikini,Produk tidak sesuai dengan order,Menu tertukar,Checker
CMP-0615,2025-06-29 20:28:00,2025-06-29 20:40:00,2025-06-29 20:55:00,SOLVED,Replacement sent,Whatsapp,Ayam Koplo,Platform,BSD,Tech issue,Pembayaran gagal,Tech Team
CMP-0616,2025-04-17 21:35:00,2025-04-17 21:48:00,2025-04-17 22:19:00,SOLVED,Replacement sent,App,San Gyu,Phone,Tebet,Produk tidak sesuai dengan order,Varian salah,Checker
CMP-0617,2025-05-29 21:11:00,2025-05-29 21:14:00,,HANDLING,In progress,App,Bude Sari,Platform,Pluit,Tech issue,Pembayaran gagal,Tech Team
CMP-0618,2025-05-30 10:28:00,2025-05-30 10:43:00,2025-05-30 13:09:00,SOLVED,Refund,Social Media,San Gyu,Take Away,Cibubur,Produk tidak sesuai dengan order,Menu tertukar,Checker
CMP-0619,2025-01-04 09:48:00,2025-01-04 09:57:00,2025-01-04 10:24:00,SOLVED,Forgiven,Feedback,Bude Sari,Take Away,Tebet,Tech issue,App error,QC
CMP-0620,2025-04-13 15:00:00,2025-04-13 15:13:00,2025-04-13 15:58:00,SOLVED,Forgiven,Social Media,Bude Sari,Take Away,Pamulang,Tech issue,Pembayaran gagal,Tech Team
CMP-0621,2025-05-28 10:29:00,2025-05-28 10:44:00,2025-05-28 11:24:00,SOLVED,Replacement sent,App,San Gyu,App,Pamulang,Order tidak lengkap,Minuman tidak ada,Checker
CMP-0622,2025-03-07 16:58:00,2025-03-07 17:09:00,2025-03-07 21:47:00,SOLVED,Refund,App,Ayam Koplo,Take Away,BSD,Waktu pengiriman terlalu lama,Driver delay,Admin
CMP-0623,2025-05-26 09:48:00,2025-05-26 09:52:00,,VALIDATING,Missing proof,Whatsapp,Bude Sari,Take Away,Cibubur,Porsi tidak sesuai,Porsi terlalu sedikit,AM
CMP-0624,2025-06-10 12:26:00,2025-06-10 12:51:00,2025-06-10 14:46:00,SOLVED,Refund,App,Moon Chicken,Platform,Cikini,Produk tidak sesuai dengan order,Varian salah,Checker
CMP-0625,2025-03-29 20:27:00,2025-03-29 20:34:00,2025-03-29 21:39:00,SOLVED,Forgiven,Whatsapp,Dari Pada,Take Away,Cibubur,Tech issue,Voucher error,Tech Team
CMP-0626,2025-04-20 16:03:00,2025-04-20 16:10:00,,HANDLING,In progress,Social Media,San Gyu,Phone,Pluit,Rasa tidak sesuai,Keasinan,QC
CMP-0627,2025-05-26 18:06:00,2025-05-26 18:14:00,2025-05-26 21:18:00,SOLVED,Replacement sent,App,Moon Chicken,App,Kemang,Tech issue,App error,Checker
CMP-0628,2025-02-27 09:10:00,2025-02-27 09:12:00,2025-02-27 10:45:00,SOLVED,Forgiven,Feedback,Moon Chicken,Take Away,Cikini,Packaging issue,Kemasan rusak,Checker
CMP-0629,2025-05-03 13:33:00,2025-05-03 13:40:00,2025-05-03 15:05:00,SOLVED,Replacement sent,App,Ayam Koplo,Take Away,Cikini,Rasa tidak sesuai,Kurang rasa,QC
CMP-0630,2025-03-25 13:28:00,2025-03-25 13:34:00,2025-03-25 14:35:00,EXPIRED,No response,Social Media,Dari Pada,Phone,Cikini,Order tidak lengkap,Side dish tidak ada,Checker
CMP-0631,2025-06-18 12:01:00,2025-06-18 12:09:00,2025-06-18 12:59:00,SOLVED,Refund,Social Media,Dari Pada,Take Away,Cibubur,Waktu pengiriman terlalu lama,Driver delay,Admin
CMP-0632,2025-06-08 11:16:00,2025-06-08 11:31:00,2025-06-08 19:46:00,EXPIRED,No response,Social Media,Moon Chicken,Phone,Kemang,Tekstur tidak sesuai,Keras,Kitchen
CMP-0633,2025-01-04 15:56:00,2025-01-04 16:06:00,2025-01-04 16:56:00,SOLVED,Misunderstanding clarified,Whatsapp,Dari Pada,Take Away,Pamulang,Waktu pengiriman terlalu lama,Order menunggu terlalu lama,Admin
CMP-0634,2025-04-14 16:00:00,2025-04-14 16:17:00,2025-04-14 20:09:00,SOLVED,Replacement sent,Whatsapp,Moon Chicken,Phone,Pluit,Order tidak lengkap,Item kurang,Checker
CMP-0635,2025-06-29 17:04:00,2025-06-29 17:10:00,2025-06-29 17:52:00,SOLVED,Misunderstanding clarified,Social Media,Dari Pada,App,Bintaro,Order tidak lengkap,Side dish tidak ada,AM
CMP-0636,2025-02-12 21:53:00,2025-02-12 21:56:00,,HANDLING,In progress,Feedback,Dari Pada,Phone,Kemang,Order tidak lengkap,Item kurang,Kitchen
CMP-0637,2025-01-03 12:00:00,2025-01-03 12:13:00,2025-01-03 13:47:00,SOLVED,Misunderstanding clarified,App,Bude Sari,Phone,Cibubur,Waktu pengiriman terlalu lama,Driver delay,Admin
CMP-0638,2025-01-10 21:45:00,2025-01-10 21:57:00,2025-01-11 01:57:00,SOLVED,Refund,App,Ayam Koplo,Platform,BSD,Produk tidak sesuai dengan order,Varian salah,Checker
CMP-0639,2025-02-26 11:28:00,2025-02-26 11:35:00,2025-02-26 16:03:00,SOLVED,Refund,App,Moon Chicken,App,Cibubur,Packaging issue,Kemasan bocor,AM
CMP-0640,2025-05-30 19:46:00,2025-05-30 20:10:00,2025-05-30 23:11:00,SOLVED,Replacement sent,Feedback,Ayam Koplo,Platform,Pamulang,Rasa tidak sesuai,Basi,QC
CMP-0641,2025-06-20 21:49:00,2025-06-20 22:11:00,2025-06-20 22:14:00,SOLVED,Forgiven,Feedback,Bude Sari,Platform,Cikini,Rasa tidak sesuai,Terlalu manis,QC
CMP-0642,2025-02-24 12:33:00,2025-02-24 12:41:00,2025-02-24 16:08:00,SOLVED,Misunderstanding clarified,Social Media,Bude Sari,Take Away,Bintaro,Packaging issue,Kemasan rusak,AM
CMP-0643,2025-01-07 20:23:00,2025-01-07 20:29:00,,VALIDATING,Missing proof,Social Media,Dari Pada,Phone,Bintaro,Tech issue,Voucher error,Tech Team
CMP-0644,2025-02-28 11:38:00,2025-02-28 11:41:00,2025-02-28 12:08:00,SOLVED,Forgiven,App,Dari Pada,Take Away,Cibubur,Waktu pengiriman terlalu lama,Order menunggu terlalu lama,Admin
CMP-0645,2025-03-22 15:12:00,2025-03-22 15:20:00,2025-03-22 16:55:00,SOLVED,Replacement sent,Feedback,San Gyu,Phone,Kemang,Tech issue,Voucher error,Tech Team
CMP-0646,2025-03-23 12:12:00,2025-03-23 12:26:00,2025-03-23 14:54:00,EXPIRED,No response,Feedback,Bude Sari,Take Away,Cikini,Waktu pengiriman terlalu lama,Order menunggu terlalu lama,QC
CMP-0647,2025-04-18 16:46:00,2025-04-18 17:22:00,2025-04-18 17:22:00,EXPIRED,No response,App,Dari Pada,Take Away,Bintaro,Rasa tidak sesuai,Keasinan,QC
CMP-0648,2025-03-21 14:14:00,2025-03-21 14:20:00,2025-03-21 16:11:00,SOLVED,Refund,Feedback,Dari Pada,Platform,Pluit,Tekstur tidak sesuai,Daging kering,Kitchen
CMP-0649,2025-06-15 14:07:00,2025-06-15 14:09:00,2025-06-15 15:44:00,SOLVED,Refund,Whatsapp,Ayam Koplo,App,Pluit,Porsi tidak sesuai,Ukuran tidak sesuai,AM
CMP-0650,2025-02-28 17:55:00,2025-02-28 18:03:00,2025-02-28 18:11:00,SOLVED,Refund,App,Bude Sari,App,Bintaro,Produk tidak sesuai dengan order,Varian salah,Tech Team
CMP-0651,2025-03-08 15:49:00,2025-03-08 15:53:00,2025-03-08 16:50:00,SOLVED,Replacement sent,App,Bude Sari,Platform,Bintaro,Tech issue,Pembayaran gagal,Tech Team
CMP-0652,2025-06-27 13:41:00,2025-06-27 13:43:00,2025-06-27 15:03:00,SOLVED,Refund,Whatsapp,Ayam Koplo,App,Bintaro,Waktu pengiriman terlalu lama,Order menunggu terlalu lama,Admin
CMP-0653,2025-02-05 19:53:00,2025-02-05 19:55:00,2025-02-05 23:11:00,SOLVED,Replacement sent,Feedback,Ayam Koplo,Phone,Pluit,Tekstur tidak sesuai,Kurang crispy,Kitchen
CMP-0654,2025-01-31 22:00:00,2025-01-31 22:06:00,2025-02-01 01:20:00,SOLVED,Refund,Whatsapp,Bude Sari,App,Pluit,Waktu pengiriman terlalu lama,Order menunggu terlalu lama,Admin
CMP-0655,2025-04-22 14:40:00,2025-04-22 14:46:00,2025-04-22 17:00:00,EXPIRED,No response,App,Ayam Koplo,Take Away,Pamulang,Rasa tidak sesuai,Kurang rasa,Admin
CMP-0656,2025-03-10 13:10:00,2025-03-10 13:13:00,2025-03-10 16:28:00,SOLVED,Misunderstanding clarified,App,Dari Pada,Phone,Tebet,Order tidak lengkap,Minuman tidak ada,Checker
CMP-0657,2025-06-20 18:32:00,2025-06-20 18:49:00,2025-06-20 19:59:00,SOLVED,Replacement sent,App,San Gyu,Phone,Cibubur,Waktu pengiriman terlalu lama,Order menunggu terlalu lama,Admin
CMP-0658,2025-01-25 18:14:00,2025-01-25 18:27:00,2025-01-25 21:13:00,SOLVED,Forgiven,Feedback,Moon Chicken,App,BSD,Order tidak lengkap,Item kurang,Checker
CMP-0659,2025-05-29 19:17:00,2025-05-29 19:26:00,2025-05-29 23:06:00,SOLVED,Misunderstanding clarified,Feedback,San Gyu,App,Pamulang,Waktu pengiriman terlalu lama,Order menunggu terlalu lama,Admin
CMP-0660,2025-05-25 16:16:00,2025-05-25 16:26:00,2025-05-25 17:05:00,SOLVED,Refund,Feedback,Ayam Koplo,App,Kemang,Waktu pengiriman terlalu lama,Order menunggu terlalu lama,Admin
CMP-0661,2025-02-08 13:12:00,2025-02-08 13:15:00,,HANDLING,In progress,App,Dari Pada,Platform,Pluit,Waktu pengiriman terlalu lama,Order menunggu terlalu lama,Admin
CMP-0662,2025-06-27 19:02:00,2025-06-27 19:08:00,2025-06-27 22:24:00,SOLVED,Replacement sent,Social Media,San Gyu,Phone,Cibubur,Produk tidak sesuai dengan order,Menu tertukar,Checker
CMP-0663,2025-03-28 21:30:00,2025-03-28 21:34:00,2025-03-28 22:07:00,SOLVED,Forgiven,Whatsapp,Moon Chicken,Take Away,Tebet,Order tidak lengkap,Item kurang,Kitchen
CMP-0664,2025-01-15 19:16:00,2025-01-15 19:18:00,2025-01-15 22:03:00,SOLVED,Misunderstanding clarified,Social Media,Dari Pada,App,Cikini,Tech issue,Pembayaran gagal,Tech Team
CMP-0665,2025-03-11 11:51:00,2025-03-11 12:00:00,,HANDLING,In progress,Social Media,San Gyu,App,Pamulang,Produk tidak sesuai dengan order,Varian salah,Checker
CMP-0666,2025-06-23 13:59:00,2025-06-23 14:19:00,2025-06-23 18:02:00,EXPIRED,No response,Social Media,San Gyu,App,Tebet,Packaging issue,Label tidak sesuai,AM
CMP-0667,2025-01-08 12:07:00,2025-01-08 12:18:00,2025-01-08 12:54:00,SOLVED,Replacement sent,Feedback,Moon Chicken,Take Away,Bintaro,Waktu pengiriman terlalu lama,Driver delay,Admin
CMP-0668,2025-03-23 16:41:00,2025-03-23 17:07:00,,HANDLING,In progress,Whatsapp,San Gyu,Phone,Cikini,Porsi tidak sesuai,Ukuran tidak sesuai,AM
CMP-0669,2025-06-05 15:26:00,2025-06-05 15:45:00,2025-06-05 17:20:00,SOLVED,Misunderstanding clarified,Social Media,Dari Pada,Take Away,BSD,Tekstur tidak sesuai,Kurang crispy,Kitchen
CMP-0670,2025-01-26 10:13:00,2025-01-26 10:18:00,2025-01-26 11:33:00,SOLVED,Forgiven,Social Media,Ayam Koplo,Take Away,Cikini,Order tidak lengkap,Minuman tidak ada,Checker
CMP-0671,2025-05-12 19:20:00,2025-05-12 19:24:00,2025-05-12 19:41:00,SOLVED,Replacement sent,App,Moon Chicken,App,Pluit,Produk tidak sesuai dengan order,Menu tertukar,Checker
CMP-0672,2025-04-26 13:57:00,2025-04-26 14:01:00,2025-04-26 17:12:00,SOLVED,Forgiven,Whatsapp,Bude Sari,Take Away,Pamulang,Order tidak lengkap,Item kurang,Checker
CMP-0673,2025-06-20 15:35:00,2025-06-20 15:57:00,2025-06-20 19:11:00,SOLVED,Refund,Feedback,Bude Sari,Take Away,Pamulang,Order tidak lengkap,Side dish tidak ada,Checker
CMP-0674,2025-03-10 19:37:00,2025-03-10 19:40:00,2025-03-10 20:31:00,SOLVED,Refund,App,Ayam Koplo,Take Away,Tebet,Tekstur tidak sesuai,Keras,Kitchen
CMP-0675,2025-06-01 19:23:00,2025-06-01 19:32:00,2025-06-01 22:07:00,SOLVED,Replacement sent,Whatsapp,San Gyu,Phone,Pamulang,Order tidak lengkap,Minuman tidak ada,Checker
CMP-0676,2025-06-12 18:25:00,2025-06-12 18:37:00,2025-06-12 21:30:00,SOLVED,Refund,Social Media,Dari Pada,Phone,Cibubur,Rasa tidak sesuai,Terlalu manis,QC
CMP-0677,2025-06-15 16:05:00,2025-06-15 16:23:00,2025-06-16 00:20:00,EXPIRED,No response,App,Ayam Koplo,Take Away,BSD,Waktu pengiriman terlalu lama,Driver delay,Admin
CMP-0678,2025-05-01 09:38:00,2025-05-01 09:40:00,2025-05-01 10:43:00,SOLVED,Forgiven,Whatsapp,Moon Chicken,App,Tebet,Waktu pengiriman terlalu lama,Order menunggu terlalu lama,Admin
CMP-0679,2025-03-12 12:49:00,2025-03-12 12:56:00,2025-03-12 14:33:00,SOLVED,Forgiven,App,Moon Chicken,Take Away,BSD,Waktu pengiriman terlalu lama,Order menunggu terlalu lama,Admin
